연도,지역,대학명,전형 ,학과,면접유형,평가요소,면접문항
2024,서울,강서대,-,상담심리학과,인성면접,-,자신이 가장 중요하게 생각하는 인생의 가치를 하나 말해 보세요.  그 가치가 자기 삶에 어떠한 영향을 미치고 있는지도 말해 보세요. 
2024,서울,강서대,-,상담심리학과,인성면접,-,"고교 생활을 하면서 힘들었지만, 성공적으로 해결했던 일에 대해 말해 보세요. "
2024,서울,강서대,-,간호학과,인성면접,-,살면서 중요하다고 생각하는 가치 또는 삶의 모토가 무엇이며 그것을 중요하게 생각하는 이유를 얘기해보세요.
2024,서울,강서대,-,간호학과,인성면접,-,"병원을 방문한 적이 있다면, 기억에 남는 간호사에 대해 말해보세요. "
2024,서울,강서대,-,간호학과,인성면접,-,"본인의 학업 능력은 어느 수준이라고 스스로 판단하며, 그 근거는 무엇인가요?"
2024,서울,강서대,-,간호학과,인성면접,-,시험 중 부정행위를 한 동료를 발견한다면 어떻게 할지와 그 이유에 대해 말해보세요. 
2024,서울,강서대,-,식품영양학과,인성면접,-,강서대학교 인재상에 걸맞은 자기소개를 해주세요. 
2024,서울,강서대,-,식품영양학과,인성면접,-,최근 3년 동안 경험한 일 중 도전적인 목표를 정하고 노력해서 성취해 낸 일이 있다면 말해 보세요. 
2024,서울,강서대,-,식품영양학과,인성면접,-,본인이 생각하는 한식의 장점과 단점에 대해 설명해보세요
2024,서울,강서대,-,식품영양학과,인성면접,-,최근 가장 기뻤던 일은 무엇이었는지 얘기해주세요.
2024,서울,강서대,-,실용음악학과,인성면접,-,강서대학교 인재상의 어떤 면에서 본인의 가치관과 부합하는지 말해보세요.
2024,서울,강서대,-,실용음악학과,인성면접,-,강서대학교 실용음악학과에 입학하여 어떤 음악적 활동을 하고 싶은지 말해보세요.
2024,서울,강서대,-,실용음악학과,인성면접,-,"어떤 음악을 추구하고 좋아하는지, 그리고 음악을 통해 이루고 싶은 목표가 있다면 무엇인지 소개해주세요. "
2024,서울,강서대,-,실용음악학과,인성면접,-,"실용음악학과에서 어떤 세부 전공을 공부하고 싶으며, 구체적으로 배우고 싶은 주제가 있다면 말씀해주세요. "
2024,서울,덕성여대,덕성인재전형Ⅱ,-,-,-,"00분야 도서를 꾸준히 읽었는데, 책을 통해 배운 점이 있다면?"
2024,서울,덕성여대,덕성인재전형Ⅱ,-,-,-,2학년 과학 과제 연구 수업 시간에 해당 주제를 선정한 이유는 무엇인가요?
2024,서울,덕성여대,덕성인재전형Ⅱ,-,-,-,보고서 작성을 위한 이론적 배경과 결론을 요약하여 설명해주세요.
2024,서울,덕성여대,덕성인재전형Ⅱ,-,-,-,"진로활동으로 약의 기능을 살펴보며, 약물 남용에 대한 비판적인 시각을 갖고 있는데, 구체적인 해결방안을 생각해보았는지?"
2024,서울,덕성여대,덕성인재전형Ⅱ,-,-,-,"학급반장으로 다양한 공약을 세우고 모두 실행하는 책임감을 보였다고 기록되어있는데, 어떤 공약이었나요?"
2024,서울,덕성여대,덕성인재전형Ⅱ,-,-,-,"동아리활동에서 유의미한 이론적 배경을 확인하고 실험을 설계했다고 했는데, 해당 실험의 변인통제는 무엇이었나요?"
2024,서울,동국대,불교추천인재 ,불교학부,-,-,"2학년 윤리와 사상 과목 세부능력 및 특기사항에서 불교의 연기설을 학습한 후, 불교와 아동의 교육관을 연결시켜 발표했다고 기재되어 있습니다. 수업 시간에 배운 불교의 연기설에 대해 설명해 주세요. 또 아동을 교육하는데 있어 불교를 연관 짓게 된 이유를 얘기해 주세요."
2024,서울,동국대,기회균형통합 ,역사교육과,-,-,"2학년 동아시아사 세부능력 및 특기사항을 보면 ‘세계는 역사를 어떻게 교육하는가’ 라는 책을 읽고 선진국과 한국의 역사 교육과정의 차이점을 비교했다고 되어 있습니다. 본인이 파악한 선진국과 한국의 교육과정의 차이점을 설명해보고, 이 책의 내용을 바탕으로 우리나라의 역사 교육에 대한 본인의 생각을 얘기해 보세요."
2024,서울,동국대,Do Dream ,통계학과,-,-,"3학년 1학기 수업량 유연화 주간에 빅데이터 분석 및 통계활용을 주제로, 마약 범죄 현황에 대한 데이터를 수집해 통계 포스터를 제작했다고 했습니다. 이 과정에서 빅데이터 및 통계가 어떻게 활용되었는지 설명해 주세요."
2024,서울,동국대,Do Dream ,화공생물공학과,-,-," 2학년 자율활동에 물리, 화학 멘토로 활동했다고 되어 있습니다. 이러한 경험은 본인에게 어떤 긍정적인 영향을 주었나요? 학습 멘토링 활동을 하며 느낀 점을 얘기해 주세요"
2024,서울,동국대,특성화고등을졸업한재직자 ,사회복지상담학과,-,-,"창의적 체험활동을 보면 어르신 대상 복지제도와 사회복지사의 업무에 대해 관심을 갖고 조사하는 활동을 했다고 되어 있는데요. 본인이 탐색한 내용을 토대로 어르신을 대상으로 일하는 사회복지사의 경우 가장 바람직한 관점, 태도는 무엇이라고 생각하나요?"
2024,서울,동국대,Do Dream ,식품산업관리학과,-,-,1학년 때 신문읽기반 동아리활동 중에 경제 신문을 활용했다고 되어 있는데요. 그 당시 읽었던 경제 신문 중 기억에 남는 내용이 있다면 한 가지만 얘기해 주세요. 또 이런 활동이 식품산업관리학과를 준비하는데 끼친 영향이 있다면 설명해 주세요. 
2024,서울,동국대,특수교육대상자 ,정보통신공학과,-,-,진로활동에서 ‘자율주행 휠체어’를 제작해 보았다고 했는데요. 몇 명이 참여한 활동이었나요? 이를 제작하게 된 계기와 본인이 주도적으로 맡은 역할에 대해 얘기해 주세요. 또 자율주행 휠체어 반복 주행 연습을 통해 느낀 점은 무엇인가요?
2024,서울,동국대,Do Dream ,전자전기공학부,-,-,"교과학습 발달상황을 보면 물리학 과목을 이수하지 않은 것으로 되어 있는데요. 전자전기공학부는 물리 지식을 바탕으로 공학을 배우게 되는데, 진학하게 된다면 이를 보완하기 위해 본인은 어떤 계획을 가지고 있는지 얘기해 주세요"
2024,서울,동국대,Do Dream ,AI소프트웨어융합학부,-,-,"교과학습발달상황을 보면, 공동교육과정으로 인공지능 기초 과목을 이수한 것을 확인할 수 있습니다. 이수하게 된 계기를 설명해보고 이 과목을 통해 배운 점 중 가장 기억에 남는 내용이 있다면 얘기해 주세요."
2024,서울,동국대,Do Dream ,바이오환경과학과,-,-,2학년 1학기 학교 자율 교육과정에서 수소 에너지의 원리와 전망에 대해 활동지를 작성했다고 되어 있는데요. 어떤 자료를 참고해서 내용을 작성했나요? 본인이 작성한 수소 에너지의 화학적 원리에 대해 설명해 주세요.
2024,서울,동국대,Do Dream ,정보통신공학과,-,-,1학년 동아리 활동을 보면 인공지능과 IT 분야에 관심이 많았다고 기재되어 있습니다. 정보통신으로 진로를 구체화하게 된 계기와 이유가 있다면 얘기해 주세요. 또 정보통신공학과 입학을 통해 목표하는 바는 무엇인지 설명해 주세요.
2024,서울,동국대,Do Dream ,경제학과,-,-,3학년 자율활동을 보면 수준 높은 경제 배경지식과 우수한 탐구력을 지녔다고 기재되어 있는데요. 본인이 탐구한 내용 중 대학에서 발전시켜 배워보고 싶은 이론이나 내용이 있다면 얘기해 주세요. 또 그 이유는 무엇입니까?
2024,서울,동국대,Do Dream ,건축공학부,-,-,과학주제탐구반 동아리 활동 중에서 참여자들과 소통하면서 협력한 사례가 있다면 얘기해 주세요. 제시한 사례에서 본인의 역할은 무엇이었으며 활동의 결과는 어땠나요?
2024,서울,동국대,Do Dream ,경영정보학과,-,-,1학년에 미인정지각이 4회가 있었는데요. 이 부분에 대해 본인은 어떤 상황이었는지 설명해 주세요. 또 이를 개선하기 위해 기울인 노력이 있다면 얘기해 주세요.
2024,서울,동국대,Do Dream ,물리학과,-,-, 2학년 행동특성 및 종합의견을 보면 1년간 학급 칠판 청소를 담당했다고 하는데요. 칠판 청소에 참여하게 된 계기를 말해보고 역할을 수행하면서 느꼈던 점이 있었다면 얘기해 주세요.
2024,서울,동덕여대,동덕창의리더전형,-,서류기반면접,-,"○○○활동을 계획하면서 가장 중점을 두고 준비한 부분은 무엇인가요? 예상된 어려움은 무엇이었으며, 그것을 해결하기 위해 어떤 준비를 했나요?"
2024,서울,동덕여대,동덕창의리더전형,-,서류기반면접,-,○학년 ○학기 ○○시간에 ○○발표했다고 되어 있는데 발표한 내용에 대해서 간략하게 말씀해 주세요.
2024,서울,동덕여대,동덕창의리더전형,-,서류기반면접,-,○○○전공을 위해 고등학교에서 어떤 과목을 학습(선택)했습니까? 그 과목 중 기억에 남는 학습 내용이 있다면 말씀해 주세요.
2024,서울,동덕여대,동덕창의리더전형,-,서류기반면접,-,○학년 ○학기에 실시했던 교내 ○○활동의 과정을 구체적으로 말하고 그 활동이 지원 전공과 관련하여 어떤 의미를 가지는지 설명해 보세요. 
2024,서울,동덕여대,동덕창의리더전형,-,서류기반면접,-,학교생활을 하면서 친구들과 불화를 겪은 적이 있습니까? 불화를 해결하기 위해 어떠한 노력을 했습니까? 친구가 지원자와 반대 의견을 계속 내세운다면 어떻게 하겠습니까?
2024,서울,동덕여대,동덕창의리더전형,-,서류기반면접,-,고교생활 중 타인을 위하여 자신의 것을 나누고자 한 경험이 있나요?
2024,서울,명지대,학생부교과(교과면접전형),디지털미디어학과,서류기반면접,-,있다고 생각하는가?
2024,서울,명지대,학생부교과(교과면접전형),경영학과,서류기반면접,-,. - 경영학 세부분야 중 관심 분야는 무엇인가?
2024,서울,명지대,학생부교과(교과면접전형),경영학과,서류기반면접,-,  - 향후 경영학 분야에서 발생할 문제(이슈)는 어떤 것이 있을지 말해주세요.
2024,서울,명지대,학생부교과(교과면접전형),화학과,서류기반면접,-,"- 화학 또는 유사 전공과 관련하여 고등학교에서 배운 내용 중 가장 흥미로웠던 내용(실험, 이론)은 무엇인가?"
2024,서울,명지대,학생부교과(교과면접전형),화학과,서류기반면접,-, - 화학 중 특히 관심 있는 분야와 그 이유는?
2024,서울,명지대,학생부교과(교과면접전형),산업경영공학과,서류기반면접,-,- 자신의 역량(장점)중에서 산업경영공학을 전공하는데 가장 크게 도움이 될 수 있는 것은 무엇인가?
2024,서울,명지대,학생부종합(명지인재면접전형),-,-,-," - 진로활동시간에 OO 관련 발표를 했군요, 발표 준비를 위해 어떤 노력을 했나요? 그 과정에서 어려움은 없었나요?"
2024,서울,삼육대,-,-,-,-,"[주질문]
청년수당은 일정한 연령대에 속하는 청년들에게 정부나 지방자치단체 등이 청년들의 경제적인 부담을 덜어주고, 자립을 돔기 위해 주기적으로 지급되는 활동보조금(수당)을 말합니다. 예를 들어,저울시는 서울에 거주하고 있는 만 19세~34세 미취업 또는 단기 근로 청년에게 활동지원금(월 50만원 최대 6개월)을 지급하고 있으며, 경기도는 도내 거주 만 24세 청년에게 취업상태에 상관없이1인당 분기별 25만원(지역화폐, 최대 4분기 지원)을 지원합니다. 하지만 한때는 보건복지부와 포플리증 문제로 법리 해석을 다투기도 하였으며, 아직까지도 사회적인 논란을 야기하고 있습니다.본인은 청년수당이 필요하다고 생각하는지 아니면 불필요한 포플리즘이라고 생각하는지 한 가지를 선택하여 그 이유와 함께 본인의 의견을 설명해 주세요.
[심층질문]
1. 청년수당이 필요 없다면, 청년수당이 주는 장점(기회 창출 확대, 경제적 부담 감소 및 자립 지원, 미래세대에 대한 투자 등)에 대해 비교설명, 반대로 청년수당이 필요하다면, 청년수당이주는 단점에 대해 비교 설명하시오
2. 본인의 전공분야에서 청년들을 지원하기 위하것이 있을까요?"
